hast_speciesID|hast_genusID|hast_species|hast_speciesZh
414|86|Woodwardia japonica (L. f.) Sm.|日本狗脊蕨
415|86|Woodwardia kempii Copel.|細葉狗脊蕨
416|86|Woodwardia orientalis Sw. var. formosana Rosenst.|台灣狗脊蕨
417|86|Woodwardia orientalis Sw.|台灣狗脊蕨
418|86|Woodwardia unigemmata (Makino) Nakai|生芽狗脊蕨
419|86|Woodwardia prolifera Hook. et Arn.|東方狗脊蕨
420|87|Blechnidium melanopus (Hooker) Moore|
421|88|Ctenitis apiciflora (Wall. ex Mett.) Ching|頂囊肋毛蕨
422|88|Ctenitis eatonii (Baker) Ching|愛德氏肋毛蕨
423|88|Ctenitis kawakamii (Hayata) Ching|川上氏肋毛蕨
424|88|Ctenitis maximowicziana (Miq.) Ching|白鱗肋毛蕨
425|88|Ctenitis subglandulosa (Hance) Ching|肋毛蕨
426|88|Ctenitis transmorrisonensis (Hayata) Tagawa|玉山肋毛蕨
427|89|Ctenitopsis dissecta (Forst.) Ching|薄葉擬肋毛蕨
428|89|Ctenitopsis fuscipes (Wall.) C. Chr. ex Tard.-Blot & C. Chr.|屏東擬肋毛蕨
429|89|Ctenitopsis kusukusensis (Hayata) C. Chr. ex Tard.-Blot & C. Chr.|高士佛擬肋毛蕨
430|89|Ctenitopsis subfuscipes Tagawa|
431|90|Hemigramma decurrens (Hook.) Copel.|沙皮蕨
432|91|Hypodematium crenatum (Forsk.) Kuhn|腫足蕨
433|92|Lastreopsis tenera (R. Br.) Tindale|金毛蕨
434|93|Pleocnemia cumingiana Presl|黃腺羽蕨
435|93|Pleocnemia rufinervis (Hayata) Nakai|網脈突齒蕨
436|93|Pleocnemia winitii Holtt.|黃腺羽蕨
437|94|Pteridrys cnemidaria (Christ) C. Chr. & Ching|長柄牙蕨(突齒蕨)
438|95|Quercifilix zeylanica (Houtt.) Copel.|地耳蕨
439|96|Tectaria coadunata (Wall.) C. Chr.|陰地三叉蕨(觀音三叉蕨)
440|96|Tectaria decurrens (Pr.) Copel.|翅柄三叉蕨
441|96|Tectaria devexa (Kze.) Copel.|薄葉三叉蕨
442|96|Tectaria fauriei Tagawa|傅氏三叉蕨
443|96|Tectaria kwarenkoensis (Hayata) C. Chr.|花蓮三叉蕨
444|96|Tectaria phaeocaulis (Rosenst.) C. Chr.|變葉三叉蕨(蛇脈三叉蕨)
445|96|Tectaria polymorpha (Wall.) Copel.|南投三叉蕨
446|96|Tectaria subtriphylla (Hook. & Arn.) Copel.|三叉蕨
447|96|Tectaria subtriphylla (Hook. & Arn.) Copel. var. ebenosa (Nakai) Nemoto|紫柄三叉蕨
448|96|Tectaria subtriphylla (Hook. & Arn.) Copel. var. subtriphylla|三叉蕨
449|96|Tectaria variolosa (Wall.) C. Chr.|變葉三叉蕨
450|96|Tectaria yunnanensis (Bak.) Ching|雲南三叉蕨
451|96|Tectaria brachiata (Zoll. & Mor.) Morton|變葉三叉蕨
452|96|Tectaria decurrens (Hook.) Sledge|沙皮蕨
453|96|Tectaria dissecta (Forst.) Lellinger|南洋三叉蕨
454|96|Tectaria fuscipes (Wall.) C. Chr.|屏東擬肋毛蕨
455|96|Tectaria griffithii (Bak.) C. Chr.|葛氏三叉蕨
456|96|Tectaria kusukusensis (Hayata) Lellinger|高士佛三叉蕨
457|96|Tectaria linloensis Ching|毛三叉蕨
458|96|Tectaria simonsii (Bedd ) Ching|紫柄三叉蕨
459|96|Tectaria subfuscipes (Tagawa) Kuo|排灣三叉蕨
460|96|Tectaria zeylanica (Houtt.) Sledge|地耳蕨
461|96|Tectaria trifolia (v. Alder.v. Rosenb.) C.Chr|南投三叉蕨
462|97|Acrophorus stipellatus T. Moore|魚鱗蕨
463|97|Acrophorus macrocarpus Ching|大孢魚鱗蕨
464|98|Acrorumohra diffracta (Baker) H. Ito|彎柄假複葉耳蕨
465|98|Acrorumohra hasseltii (Blume) Ching|哈氏假複葉耳蕨
466|98|Acrorumohra subreflexipinna (Ogata) H. Ito|微彎假複葉耳蕨
467|98|Acrorumohra yoroii (Seriz.) W. C. Shieh|玉山假複葉耳蕨
468|99|Arachniodes aristata (G. Forst.) Tindale|細葉複葉耳蕨
469|99|Arachniodes festina (Hance) Ching|台灣兩面複葉耳蕨
470|99|Arachniodes globisora (Hayata) Ching|台灣複葉耳蕨
471|99|Arachniodes nigrospinosa (Ching) Ching|黑鱗複葉耳蕨
472|99|Arachniodes pseudo-aristata (Tagawa) Ohwi|小葉複葉耳蕨
473|99|Arachniodes rhomboides (Wall. ex Mett.) Ching|斜方複葉耳蕨
474|99|Arachniodes rhomboides (Wall.) Ching var. rhomboides|斜方複葉耳蕨
475|99|Arachniodes rhomboides (Wall. ex Mett.) Ching var. yakusimensis (H. Ito) W. C. Shieh|屋久複葉耳蕨
476|99|Arachniodes quadripinnata (Hayata) Seriz.|毛孢擬複葉耳蕨 
477|100|Cyrtogonellum fraxinellum (H. Christ) Ching|柳葉蕨
478|101|Cyrtomium caryotideum (Wall. ex Hook. & Grev.) C. Presl|細齒貫眾蕨
479|101|Cyrtomium falcatum (L. f.) C. Presl|全緣貫眾蕨
480|101|Cyrtomium hookerianum (C Presl) C. Chr.|狹葉貫眾蕨
481|101|Cyrtomium macrophyllum (Makino) Tagawa|大葉貫眾蕨
482|101|Cyrtomium macrophyllum (Makino) Tagawa var. acuminatum (Diels) Tagawa|尖葉貫眾蕨
483|101|Cyrtomium taiwanense Tagawa|台灣貫眾蕨
484|101|Cyrtomium devexiscapulae (Koidz.) Ching|披針貫眾
485|101|Cyrtomium caryotideum (Wall. ex Hook. et Grev.) Presl|刺齒貫眾
486|102|Diacalpe aspidioides Blume|紅線蕨
487|103|Dryopteris alpestris Tagawa|腺鱗毛蕨
488|103|Dryopteris atrata (Wall. ex Kunze) Ching|桫欏鱗毛蕨
489|103|Dryopteris austriaca (Jacq.) Wayn. ex Schinz & Thell.|闊葉鱗毛蕨
490|103|Dryopteris barbigera (Hook.) Kuntze|密毛鱗毛蕨
491|103|Dryopteris chrysocoma (H. Christ) C. Chr.|擬岩蕨
492|103|Dryopteris costalisora Tagawa|能高鱗毛蕨
493|103|Dryopteris enneaphylla (Baker) C. Chr.|頂羽鱗毛蕨
494|103|Dryopteris enneaphylla (Bak.) C. Chr. var. enneaphylla|頂羽鱗毛蕨
495|103|Dryopteris enneaphylla (Baker) C. Chr. var. pseudosieboldii (Hayata) Tagawa & K. Iwats.|大頂羽鱗毛蕨
496|103|Dryopteris fibrillosa (C. B. Clarke) Hand.-Mzt.|密鱗鱗毛蕨
497|103|Dryopteris formosana (H. Christ) C. Chr.|台灣鱗毛蕨
498|103|Dryopteris hendersonii (Bedd.) C. Chr.|小苞鱗毛蕨
499|103|Dryopteris hypophlebia Hayata|深山鱗毛蕨
500|103|Dryopteris labordei (H. Christ) C. Chr.|疏葉鱗毛蕨
501|103|Dryopteris lepidopoda Hayata|厚葉鱗毛蕨
502|103|Dryopteris marginata (Wall.) H. Christ|三角葉鱗毛蕨
503|103|Dryopteris polita Rosenst.|台東鱗毛蕨
504|103|Dryopteris reflexosquamata Hayata|逆鱗鱗毛蕨
505|103|Dryopteris scottii (Bedd.) Ching|史氏鱗毛蕨
506|103|Dryopteris serratodentata (Bedd.) Hayata|鋸齒葉鱗毛蕨
507|103|Dryopteris sordidipes Tagawa|落鱗鱗毛蕨
508|103|Dryopteris sparsa (D. Don) Kuntze|長葉鱗毛蕨
509|103|Dryopteris squamiseta (Hook.) Kuntze|阿里山鱗毛蕨
510|103|Dryopteris subatrata Tagawa|細葉鱗毛蕨
511|103|Dryopteris subexaltata (H. Christ) C. Chr.|早田氏鱗毛蕨
512|103|Dryopteris subintegriloba Seriz.|蓬萊鱗毛蕨
513|103|Dryopteris tenuipes (Rosenst.) Seriz.|落葉鱗毛蕨
514|103|Dryopteris toyamae Tagawa|外山氏鱗毛蕨
515|103|Dryopteris varia (L.) Kuntze|南海鱗毛蕨
516|103|Dryopteris wallichiana (Spreng.) Alston & Bonner|瓦氏鱗毛蕨
517|103|Dryopteris psilosora Tagawa|假複葉耳蕨
518|103|Dryopteris reflexipinna Hayata|彎柄假複葉耳蕨
519|103|Dryopteris subreflexipinna Ogata|微彎柄複葉耳蕨
520|103|Dryopteris adiantoides Suzuki|
521|103|Dryopteris laurisilvicola Suzuki|
522|103|Dryopteris indusiata Makino & Yamamoto ex Yamamoto|
523|103|Dryopteris indusiata Makino & Yamamoto ex. Yamamoto var. yosimatuana Suzuki|
524|103|Dryopteris sieboldii (van Houtte) O. Kuntze|
525|103|Dryopteris sieboldii (van Houtte) O. Kuntze var. pseudosieboldii (Hayata) Tagawa|
526|103|Dryopteris sieboldii (van Houtte) O. Kuntze var. heteroneura Tagawa|
527|103|Dryopteris cycadina (Fr. & Sav.) C. Chr.|桫欏鱗毛蕨
528|103|Dryopteris expansa (presl) Fraser-Jenkins et Jermy|廣布麟毛蕨
529|103|Dryopteris yoroii Serizawa|栗柄鱗毛蕨
530|103|Dryopteris dickinsii (Franch. et Sav.) C. Chr.|遠軸鱗毛蕨
531|103|Dryopteris huangshanensis Ching|黃山鱗毛蕨
532|103|Dryopteris redactopinnata S. K. Basu et Panigr.|藏布鱗毛蕨
533|104|Leptorumohra quadripinnata (Hayata) H. Ito|毛苞擬複葉耳蕨
534|105|Peranema cyatheoides D.Don|柄囊蕨
535|106|Polystichum acanthophyllum (Franch.) H. Christ|針葉耳蕨
536|106|Polystichum acutidens H. Christ|台東耳蕨
537|106|Polystichum biaristatum (Blume) T. Moore|二尖耳蕨
538|106|Polystichum deltodon (Baker) Diels|對生耳蕨
539|106|Polystichum duthiei (C. Hope) C. Chr.|杜氏耳蕨
540|106|Polystichum eximium (Mett. & Kuhn) C. Chr.|阿里山耳蕨
541|106|Polystichum formosanum Rosenst.|台灣耳蕨
542|106|Polystichum hancockii (Hance) Diels|韓氏耳蕨
543|106|Polystichum hecatopterum Diels|鋸齒葉耳蕨
544|106|Polystichum inaense (Tagawa) Tagawa|小耳蕨
545|106|Polystichum kiusiuense Tagawa|九州耳蕨
546|106|Polystichum lachenense (Hook.) Bedd.|高山耳蕨
547|106|Polystichum lepidocaulon (Hook.) J. Sm.|鞭葉耳蕨
548|106|Polystichum manmeiense (H. Christ) Nakaike|鐮葉耳蕨
549|106|Polystichum morii Hayata|玉山耳蕨
550|106|Polystichum neolobatum Nakai|硬葉耳蕨
551|106|Polystichum nepalense (Spreng.) C. Chr.|軟骨耳蕨
552|106|Polystichum obliquum (D. Don) T. Moore|知本耳蕨
553|106|Polystichum parvipinnulum Tagawa|尖葉耳蕨
554|106|Polystichum piceopaleaceum Tagawa|黑鱗耳蕨
555|106|Polystichum prescottianum (Wall. ex Mett.) T. Moore|南湖耳蕨
556|106|Polystichum prionolepis Hayata|鋸葉耳蕨
557|106|Polystichum stenophyllum H. Christ|芽胞耳蕨
558|106|Polystichum tacticopterum (Kunze) T. Moore|兒玉氏耳蕨
559|106|Polystichum thomsonii (Hook.) Bedd.|尾葉耳蕨
560|106|Polystichum tsus-simense (Hook.) J. Sm.|馬祖耳蕨
561|106|Polystichum wilsonii H. Christ|福山氏耳蕨
562|106|Polystichum xiphophyllum (Baker) Diels|關山耳蕨
563|106|Polystichum acuminatum (Diels) C. M. Kuo|尖葉貫眾蕨
564|106|Polystichum caryotideum (Wall. ex Hook. & Grev.) Diels|細齒貫眾蕨
565|106|Polystichum falcatum (L. f.) Diels|全緣貫眾蕨
566|106|Polystichum fraxinellum (H. Christ) C. M. Kuo|網脈耳蕨
567|106|Polystichum integripinnum Hayata|狹葉貫眾蕨
568|106|Polystichum nigro-paleaceum (Christ) Diels|黑鱗耳蕨
569|106|Polystichum taiwanianum (Tagawa) C. M. Kuo|台灣貫眾蕨
570|106|Polystichum variiforme (Hayata) Tagawa|
571|106|Polystichum spinescens Tagawa|
572|106|Polystichum kodamae Tagawa|
573|106|Polystichum nancockii (Hance) Diels|
574|106|Polystichum ilicifolium (Don) Moore|針葉耳蕨
575|107|Dryopsis apiciflora (Wall.) Holttum & Edwards|頂囊擬鱗毛蕨
576|107|Dryopsis fauriei Holttum & Edwards|擬鱗毛蕨
577|107|Dryopsis kawakamii (Hayata) Holttum & Edwards|川上氏擬鱗毛蕨
578|107|Dryopsis maximowicziana (Miq.) Holttum & Edwards|白鱗擬鱗毛蕨
579|107|Dryopsis transmorrisonensis (Hayata) Holttum & Edwards|玉山擬鱗毛蕨
580|103|Dryopteris melanocarpa Hayata|黑苞鱗毛蕨
581|103|Dryopteris taiwanicola Tagawa|臺生鱗毛蕨
582|107|Dryopsis redactopinnata S. K. Basu et Panigr.|藏布鱗毛蕨
583|108|Nothoperanema squamisetum (Hook.) Ching|阿里山肉刺蕨
584|108|Nothoperanema hendersonii (Bedd.) Ching|小苞鱗毛蕨
585|109|Rumohra festina (Hance) Ching|
586|110|Bolbitis contaminans (Wall.) Ching|細葉實蕨
587|110|Bolbitis heteroclita (C. Presl) Ching|尾葉實蕨(大實蕨)
588|110|Bolbitis subcordata (Copel.) Ching|海南實蕨
589|110|Bolbitis angustipinna (Hayata) Ito|細葉實蕨
590|110|Bolbitis appendiculata (Willd) Iwatsuki|刺蕨
591|110|Bolbitis rhizophylla (Kaulf.) Hennipman|大刺蕨
592|110|Bolbitis scalpturata (Fée) Ching|紅柄實蕨
593|110|Bolbitis ×axireticulata K. Iwatsuki|網脈刺蕨
594|110|Bolbitis ×nanjenensis C. M. Kuo|南仁刺蕨
595|110|Bolbitis scalpturata Ching|
596|110|Bolbitis nakaii H. Ito|
597|110|Bolbitis koidzumii Tagawa|
598|110|Bolbitis formosana Tagawa|
599|111|Egenolfia appendiculata (Willd.) J. Sm.|刺蕨
600|111|Egenolfia laxireticulata (Iwats.) C. M. Kuo|網脈刺蕨
601|111|Egenolfia rhizophylla (Kaulf.) Fée|大刺蕨
602|112|Elaphoglossum angulatum (Blume) T. Moore|爪哇舌蕨
603|112|Elaphoglossum callifolium (Blume) T. Moore|銳頭舌蕨
604|112|Elaphoglossum conforme (Sw.) Schott|阿里山舌蕨
605|112|Elaphoglossum lepidopodum C. Chr.|台灣舌蕨
606|112|Elaphoglossum pendulifolium Tagawa|垂葉舌蕨
607|112|Elaphoglossum yoshinagae (Yatabe) Makino|舌蕨
608|112|Elaphoglossum commutatum Alderw.|大葉舌蕨
609|112|Elaphoglossum luzonicum Copel.|臺灣舌蕨
610|112|Elaphoglossum marginatum (Wall. ex Fée) T. Moore|垂葉舌蕨
611|112|Elaphoglossum ogatai C. Christensen|
612|113|Lomariopsis spectabilis (Kunze.) Mett.|羅蔓藤蕨
613|114|Ampelopteris prolifera (Retz.) Copel.|星毛蕨
614|115|Cyclosorus acuminatus (Houtt.) Nakai var. acuminatus|毛蕨
615|115|Cyclosorus acuminatus (Houtt.) Nakai var. kuliangensis Ching|突尖毛蕨
616|115|Cyclosorus acuminatus (Houtt.) Nakai ex H. Ito|毛蕨(小毛蕨)
617|115|Cyclosorus acuminatus (Houtt.) Nakai var. × acuminatoides Shieh & Tsai|賽毛蕨
618|115|Cyclosorus aridus (Don) Ching|擬毛蕨(密腺小毛蕨)
619|115|Cyclosorus dentatus (Forssk.) Ching|野毛蕨
620|115|Cyclosorus ensifer (Tagawa) W. C. Shieh|廣葉毛蕨(微縮毛蕨)
621|115|Cyclosorus ×intermedius Shieh & Tsai|擬密毛毛蕨
622|115|Cyclosorus interruptus (Willd.) H. Ito|鐵毛蕨
623|115|Cyclosorus kotoensis (Hayata) Shieh|蘭嶼大葉毛蕨
624|115|Cyclosorus papilio (Hope) Ching|薄葉梳毛蕨(縮羽毛蕨)
625|115|Cyclosorus parasiticus (L.) Farw.|密毛毛蕨
626|115|Cyclosorus subpubescens (Bl.) Ching|梳毛蕨(密腺毛蕨)
627|115|Cyclosorus taiwanensis (C. Chr.) H. Ito|台灣毛蕨(台灣圓腺蕨)
628|115|Cyclosorus truncatus (Poir.) Farw.|大葉毛蕨(稀毛蕨)
629|115|Cyclosorus auriculata (J. Sm.) C. M. Kuo|耳羽鉤毛蕨
630|115|Cyclosorus cuspidatus (Blume) C. M. Kuo|頂芽新月蕨
631|115|Cyclosorus dictyoclinoides (Ching) C. M. Kuo|溪邊蕨
632|115|Cyclosorus erubescens (Hook.) [nom. illegit.]|方桿蕨
633|115|Cyclosorus esquirolii (Christ) [nom. illegit.]|假毛蕨
634|115|Cyclosorus griffithii (T. Moore) C. M. Kuo|聖蕨
635|115|Cyclosorus gymnopteridifrons (Hayata) C. M. Kuo|大羽新月蕨
636|115|Cyclosorus insularis (K. Iwats.)|變葉新月蕨
637|115|Cyclosorus jaculosa (C. Christ) H. Ito|小密腺小毛蕨
638|115|Cyclosorus lanyuensis (Kuo)     [nom. nud.]|紅頭圓腺蕨
639|115|Cyclosorus latipinnus (Benth.) Tardieu|微縮小毛蕨
640|115|Cyclosorus longipetiolatum (K. Iwats.)|長柄新月蕨
641|115|Cyclosorus omeiensis (Baker) C.M. Kuo|狹基鉤毛蕨
642|115|Cyclosorus pozoi (Lag.) C. M. Kuo|非洲伏蕨
643|115|Cyclosorus prolifera (Retz.) Tardieu|星毛蕨
644|115|Cyclosorus simplex (Hook.)|單葉新月蕨
645|115|Cyclosorus subarida Tatew. & Tagawa|小密腺小毛蕨
646|115|Cyclosorus triphyllum (Sw.) Tardiue|三葉新月蕨
647|115|Cyclosorus tottoides (H. Ito) [nom. illegit.]|尾葉伏蕨
648|116|Dictyocline griffithii Moore|聖蕨
649|116|Dictyocline griffithii Moore var. griffithii|聖蕨
650|116|Dictyocline griffithii Moore var. wilfordii (Hook.) Moore|威氏聖蕨
651|117|Leptogramma pozoi (Lag.) Ching|非洲茯蕨
652|117|Leptogramma tottoides H. Ito|尾葉茯蕨
653|117|Leptogramma omeiensis (Bak.) Tagawa|
654|118|Metathelypteris adscendens (Ching) Ching|微毛凸軸蕨
655|118|Metathelypteris gracilescens (Bl.) Ching|光葉凸軸蕨
656|118|Metathelypteris uraiensis (Rosenst.) Ching|毛柄凸軸蕨
657|119|Parathelypteris angulariloba (Ching) Ching|鈍頭副金星蕨
658|119|Parathelypteris angustifrons (Miq.) Ching|小梯葉副金星蕨
659|119|Parathelypteris beddomei (Bak.) Ching|縮羽副金星蕨
660|119|Parathelypteris castanea (Tagawa) Ching|栗柄副金星蕨
661|119|Parathelypteris glanduligera (Kze.) Ching|密腺副金星蕨
662|119|Parathelypteris japonica (Bak.) Ching|
663|120|Phegopteris connectilis (Michx.) Watt|長柄假金星蕨
664|120|Phegopteris decursive-pinnata (van Hall) Fee|翅軸假金星蕨
665|121|Pronephrium aspera (C. Presl) W. C. Shieh & J. L. Tsai|大羽葉新月蕨
666|121|Pronephrium cuspidatum (Bl.) Hollt.|頂芽新月蕨(琉球新月蕨)
667|121|Pronephrium insularis (K. Iwats.) Holtt.|變葉新月蕨
668|121|Pronephrium longipetiolatum (K. Iwats.)Holtt.|長柄新月蕨
669|121|Pronephrium simplex (Hook.) Holtt.|單葉新月蕨
670|121|Pronephrium triphyllum (Sw.) Holtt.|新月蕨
671|121|Pronephrium triphyllum (Sw.) Holtt. var. parishii (Bedd.) Kuo|羽葉新月蕨
672|121|Pronephrium triphyllum (Sw.) Holtt. var. triphyllum|新月蕨
673|122|Pseudophegopteris paludosa (Bl.) Ching|毛囊紫柄蕨
674|122|Pseudophegopteris subaurita (Tagawa) Ching|光囊紫柄蕨
675|122|Pseudophegopteris aurita (Hook.) Ching|耳羽紫柄蕨
676|122|Pseudophegopteris hirtirachis (C. Chr.) Holtt.|毛囊紫柄蕨
677|123|Stegnogramma dictyoclinoides Ching|溪邊蕨
678|123|Stegnogramma griffithi (T. Moore) K. Iwats.|
679|124|Thelypteris auriculata (J. Sm.) K. Iwats.|截葉金星蕨
680|124|Thelypteris erubescens (Wall. ex Hook.) Ching|大葉金星蕨
681|124|Thelypteris ×erubesquirolica Shieh & Tsai|大斜金星蕨
682|124|Thelypteris esquirolii (Christ) Ching|斜葉金星蕨
683|124|Thelypteris laxa (Franch. & Sav.) Ching|柔葉金星蕨
684|124|Thelypteris omeiensis (Bak.) Ching|擬茯蕨
685|124|Thelypteris ornata (Wall. ex Bedd.) Ching|刺柄金星蕨
686|124|Thelypteris torresiana (Gaud.) Alston|粗毛金星蕨
687|124|Thelypteris uraiensis (Rosenst.) Ching|烏來金星蕨
688|124|Thelypteris adscendens Ching|微毛金星蕨
689|124|Thelypteris angulariloba Ching|鈍頭金星蕨
690|124|Thelypteris beddomei (Bak.) Ching|縮羽金星蕨
691|124|Thelypteris glanduligera (Kunze) Ching|密腺金星蕨
692|124|Thelypteris gracilescens (Bl.) Ching|光葉金星蕨
693|124|Thelypteris hirsutipes (Clarke) Ching|鈍頭金星蕨
694|124|Thelypteris japonica (Bak.) Ching|栗柄金星蕨
695|124|Thelypteris phegopteris (L.) Slosson|
696|124|Thelypteris acuminata (Houtt.) Morton|
697|124|Thelypteris paludosa (Blume) K. Iwats.|
698|125|Macrothelypteris polypodioides (Hook.) Holtt.|桫欏大金星蕨
699|125|Macrothelypteris torresiana (Gaud.) Ching|大金星蕨
700|126|Christella dentata (Forsk.) Brownsey & Jermy|野小毛蕨
701|126|Christella acuminata (Houtt.) L'ev.|小毛蕨
702|126|Christella parasitica (L.) Lev.|
703|126|Christella hispidula (Decne.) Holttum|野小毛蕨
704|126|Christella subaridus(Tatew. & Tagawa) Holtt.|小密腺小毛蕨
705|126|Christella ensifera (Tagawa) Holtt.|微縮小毛蕨
706|127|Glaphyropteridopsis erubescens (Hook.) Ching|
707|128|Pseudocyclosorus esquirolii (Christ) Ching|
708|129|Sphaerostephanos kotoensis (Hayata) Holtt. ex C. M. Kuo|蘭嶼圓腺蕨
709|129|Sphaerostephanos taiwanensis (C. Chr.) Holtt. ex C. M. Kuo|台灣圓腺蕨
710|130|pneumatopteris truncata(Poir.) Holtt.|稀毛蕨
711|131|Athyrium anisopterum Christ|宿蹄蓋蕨
712|131|Athyrium arisanense (Hayata) Tagawa|阿里山蹄蓋蕨
713|131|Athyrium atkinsonii Bedd.|亞德氏蹄蓋蕨
714|131|Athyrium boryanum (Willd.) Tagawa|波氏蹄蓋蕨
715|131|Athyrium cryptogrammoides Hayata|合歡山蹄蓋蕨
716|131|Athyrium drepanopterum (Kunze) A. Br. ex Milde|細裂蹄蓋蕨
717|131|Athyrium erythropodum Hayata|紅柄蹄蓋蕨
718|131|Athyrium fragile Tardieu|花蓮蹄蓋蕨
719|131|Athyrium iseanum Rosenst.|細葉蹄蓋蕨
720|131|Athyrium japonicum (Thunb.) Copel.|東洋蹄蓋蕨
721|131|Athyrium nakanoi Makino|紅苞蹄蓋蕨
722|131|Athyrium niponicum (Mett.) Hance|日本蹄蓋蕨
723|131|Athyrium oppositipinnum Hayata|對生蹄蓋蕨
724|131|Athyrium pycnosorum H. Christ|深山蹄蓋蕨
725|131|Athyrium reflexipinnum Hayata|逆葉蹄蓋蕨
726|131|Athyrium silvicolum Tagawa|高山蹄蓋蕨
727|131|Athyrium subrigescens (Hayata) Hayata ex H. Ito|姬蹄蓋蕨
728|131|Athyrium tozanense (Hayata) Hayata|蓬萊蹄蓋蕨
729|131|Athyrium unifurcatum (Bak.) C. Chr.|擬大蹄蓋蕨
730|131|Athyrium vidalii (Franch. & Sav.) Nakai|山蹄蓋蕨
731|131|Athyrium auriculatum Seriz.|耳垂蹄蓋蕨
732|131|Athyrium dawuense Kuo         [nom. nud.]|大武蹄蓋蕨
733|131|Athyrium delavayi H. Christ|溪谷蹄蓋蕨(蹄蓋蕨)
734|131|Athyrium epirachis (Christ) Ching|軸果蹄蓋蕨
735|131|Athyrium foliolosum T. Moore ex R. Sim|薄葉蹄蓋蕨
736|131|Athyrium kuankaoense Kuo         [nom. nud.]|觀高蹄蓋蕨
737|131|Athyrium kuratae Seriz.|倉田氏蹄蓋蕨
738|131|Athyrium leiopodum (Hayata) Tagawa|小葉蹄蓋蕨
739|131|Athyrium nigripes (Blume) T. Moore|蓬萊蹄蓋蕨
740|131|Athyrium otophorum (Miq.) Koidz.|倉田氏蹄蓋蕨
741|131|Athyrium pseudo-arisanense Kuo     [nom. nud.]|擬阿里山蹄蓋蕨
742|131|Athyrium pseudo-delavayi Kuo     [nom. nud.]|擬溪谷蹄蓋蕨
743|131|Athyrium pseudo-kuratae Kuo     [nom. nud.]|擬倉田氏蹄蓋蕨
744|131|Athyrium pseudo-leiopodum Kuo     [nom. nud.]|擬小葉蹄蓋蕨
745|131|Athyrium pseudo-mearnsianum Kuo     [nom. nud.]|蹄蓋蕨
746|131|Athyrium pseudo-niponicum Kuo     [nom. nud.]|擬日本蹄蓋蕨
747|131|Athyrium pseudo-silvicola Kuo     [nom. nud.]|擬高山蹄蓋蕨
748|131|Athyrium strigillosum (T. Moore ex E. J. Lowe) Salomon|生芽蹄蓋蕨
749|131|Athyrium sungkangense Kuo     [nom. nud.]|松崗蹄蓋蕨
750|131|Athyrium ×pseudo-cryptogrammoides N Yoshikawa|擬合歡蹄蓋蕨
751|131|Athyrium ×purpurascens (Tagawa) Kurata|紫柄蹄蓋蕨
752|131|Athyrium mearnsianum (copel.) v. A. v. Rosenburgh|
753|131|Athyrium dissitifolium (Bak.) C. Chr.|疏葉蹄蓋蕨
754|131|Athyrium mesosorum Makino|
755|131|Athyrium trigonopterum Kunze|
756|132|Cornopteris decurrenti-alatum (Hook.) Nakai|貞蕨
757|132|Cornopteris fluvialis (Hayata) Tagawa|大葉貞蕨
758|132|Cornopteris banajaoensis (C. Chr.) K. Iwats. et Price|大葉貞蕨
759|132|Cornopteris opaca (D. Don) Tagawa|黑葉貞蕨
760|132|Cornopteris philippinensis M. Kato|菲律賓貞蕨
761|133|Cystopteris fragilis (L.) Bernh.|冷蕨
762|133|Cystopteris japonica Luerss.|毛冷蕨
763|133|Cystopteris moupinensis Franch.|寬葉冷蕨
764|133|Cystopteris tenuisecta (Blume) Mett.|粗柄毛冷蕨
765|134|Diplaziopsis javanica (Blume) C. Chr.|腸蕨
766|135|Diplazium amamianum Tagawa|奄美雙蓋蕨
767|135|Diplazium asperum Blume|粗柄雙蓋蕨(糙柄雙蓋蕨)
768|135|Diplazium chinense (Baker) C. Chr.|華雙蓋蕨
769|135|Diplazium dilatatum Blume|廣葉鋸齒雙蓋蕨
770|135|Diplazium doederleinii (Luerss.) Makino|德氏雙蓋蕨
771|135|Diplazium donianum (Mett.) Tardieu|細柄雙蓋蕨
772|135|Diplazium esculentum (Retz.) Sw.|過溝菜蕨
773|135|Diplazium formosanum Rosenst.|網脈雙蓋蕨
