SourceID	FullnameNoAuthors
1580	Ammobium
1581	Anaphalis
1582	Anthemis
1583	Arctium
1584	Arctotis
1585	Arnica
1586	Artemisia
1587	Aster
1588	Bidens
1589	Billis
1590	Blumea
1591	Brachycome
1592	Cacalia
1593	Calendula
1594	Callistephus
1595	Carpesium
1596	Carthamus
1597	Centaurea
1598	Centipeda
1599	Chrysanthemum
1600	Cichorium
1601	Cineraria
1602	Cirsium
1603	Conyza
1604	Coreopsis
1605	Cosmos
1606	Cotula
1607	Crassocephalum
1608	Crepidiastrum
1609	Crossostephium
1610	Dahlia
1611	Dichrocephala
1612	Dimorphotheca
1613	Echinops
1614	Eclipta
1615	Elephantopus
1616	Emilia
1617	Erechtites
1618	Erigeron
1619	Ethulia
1620	Eupatorium
1621	Farfugium
1622	Gaillardia
1623	Galinsoga
1624	Gerbera
1625	Glossogyne
1626	Gnaphalium
1627	Grangea
1628	Gynura
1629	Helenium
1630	Helianthus
1631	Helichrysum
1632	Heliopsis
1633	Helipterum
1634	Hemistepta
1635	Heteropappus
1636	Hieracium
1637	Ixeris
1638	Kalimeris
1639	Lactuca
1640	Lagenophora
1641	Laggera
1642	Lapsana
1643	Leibnitzia
1644	Leontopodium
1645	Liatris
1646	Ligularia
1647	Matricaria
1648	Microglossa
1649	Mikania
1650	Myriactis
1651	Paraixeris
1652	Pertya
1653	Petasites
1654	Picris
1655	Pluchea
1656	Prenanthes
1657	Pseudelephantopus
1658	Rhynchospermum
1659	Rudbeckia
1660	Sanvitaria
1661	Saussurea
1662	Senecio
1663	Sigesbeckia
1664	Silybum
1665	Solidago
1666	Soliva
1667	Sonchus
1668	Sphaeranthus
1669	Sphaeromorphaea
1670	Spilanthes
1671	Stokesia
1672	Synedrella
1673	Syneilesis
1674	Tagetes
1675	Taraxacum
1676	Tithonia
1677	Tragopogon
1678	Tridax
1679	Venidium
1680	Vernonia
1681	Wedelia
1682	Xanthium
1683	Youngia
1684	Zinnia
1685	Acmella
1686	Ageratina
1687	Calyptocarpus
1688	Chromolaena
1689	Dendranthema
1690	Epaltes
1691	Glossocardia
1692	Hypochaeris
1693	Ixeridium
1694	Lapsanastrum
1695	Leucanthemum
1696	Nemosenecio
1697	Notoseris
1698	Paraprenanthes
1699	Parasenecio
1700	Parthenium
1701	Pterocypsela
1702	Centratherum
1703	Tephroseris
1704	Clibadium
1705	Flaveria
1706	Praxelis
1707	Inula
1708	Hesperomannia
1709	Lagascea
1710	Synotis
1711	Sphenoclea
1712	Nymphoides
1713	Alisma
1714	Caldesia
1715	Lophotocarpus
1716	Sagittaria
1717	Hydrocleys
1718	Blyxa
1719	Egeria
1720	Halophila
1721	Hydrilla
1722	Hydrocharis
1723	Ottelia
1724	Thalassia
1725	Vallisneria
1726	Elodea
1727	Aponogeton
1728	Potamogeton
1729	Ruppia
1730	Halodule
1731	Zannichellia
1732	Zostera
1733	Najas
1734	Aletris
1735	Allium
1736	Aloe
1737	Anemarrhena
1738	Asparagus
1739	Aspidistra
1740	Chlorophytum
1741	Convallaria
1742	Dianella
1743	Disporopsis
1744	Disporum
1745	Drimiopsis
1746	Erythronium
1747	Eucomis
1748	Fritillaria
1749	Gagea
1750	Gasteria
1751	Haworthia
1752	Heloniopsis
1753	Hemerocallis
1754	Hosta
1755	Hyacinthus
1756	Lilium
1757	Liriope
1758	Muscari
1759	Ophiopogon
1760	Ornithogalum
1761	Paris
1762	Peliosanthes
1763	Polygonatum
1764	Reineckia
1765	Rohdea
1766	Ruccus
1767	Scilla
1768	Smilacina
1769	Thysanotus
1770	Tricyrtis
1771	Trillium
1772	Tulipa
1773	Veratrum
1774	Helonias
1775	Barnardia
1776	Campylandra
1777	Daiswa
1778	Maianthemum
1779	Molineria
1780	Chionographis
1781	Stemona
1782	Agave
1783	Cordyline
1784	Dracaena
1785	Eurcraea
1786	Nolina
1787	Polianthes
1788	Sansevieria
1789	Yucca
1790	Agapanthus
1791	Amaryllis
1792	Brodiaea
1793	Clivia
1794	Crinum
1795	Cyrtanthus
1796	Eucharis
1797	Eurycles
1798	Furcraea
1799	Haemanthus
1800	Hippeastrum
1801	Hymenocallis
1802	Lycoris
1803	Narcissus
1804	Sternbergia
1805	Tulbaghia
1806	Zephyranthes
1807	Curculigo
1808	Hypoxis
1809	Dioscorea
1810	Heterosmilax
1811	Smilax
1812	Eichhornia
1813	Monochoria
1814	Babiana
1815	Belamcanda
1816	Crocosma
1817	Crocus
1818	Freesia
1819	Gladiolus
1820	Iris
1821	Ixia
1822	Neomarica
1823	Sisyrinchium
1824	Sparaxis
1825	Streptanthera
1826	Tritonia
1827	Watsonia
1828	Burmannia
1829	Gymnosiphon
1830	Philydrum
1831	Juncus
1832	Luzula
1833	Amischotolype
1834	Aneilema
1835	Commelina
1836	Cyanotis
1837	Dichorisandra
1838	Floscopa
1839	Geogenanthus
1840	Murdannia
1841	Pollia
1842	Rhoeo
1843	Setcreasea
1844	Siderasis
1845	Tradescantia
1846	Zebrina
1847	Belosynapsis
1848	Rhopalephora
1849	Streptolirion
1850	Callisia
1851	Porandra
1852	Spatholirion
1853	Xyris
1854	Eriocaulon
1855	Acanthostachys
1856	Aechmea
1857	Ananas
1858	Billbergia
1859	Canistrum
1860	Cryptanthus
1861	Dyckia
1862	Fosterella
1863	Guzmania
1864	Hechtia
1865	Neoregelia
1866	Nidularium
1867	Pitcairnia
1868	Quesnelia
1869	Tillandsia
1870	Vriesea
1871	Flagellaria
1872	Baeothryon
1873	Bolboschoenus
1874	Bulbostylis
1875	Carex
1876	Cladium
1877	Cyperus
1878	Diplacrum
1879	Eleocharis
1880	Fimbristylis
1881	Fuirena
1882	Gahnia
1883	Hypolytrum
1884	Kyllinga
1885	Lepironia
1886	Lipocarpha
1887	Mariscus
1888	Pycreus
1889	Rhynchospora
1890	Schoenoplectus
1891	Schoenus
1892	Scirpus
1893	Scleria
1894	Torulinium
1895	Actinoscirpus
1896	Remirea
1897	Trichophorum
1898	Eriophorum
1899	Agropyron
1900	Agrostis
1901	Alloteropsis
1902	Alopecurus
1903	Anthoxanthum
1904	Apluda
1905	Aristida
1906	Arrhenatherum
1907	Arthraxon
1908	Arthrostylidium
1909	Arundinaria
1910	Arundinella
1911	Arundo
1912	Aulacolepis
1913	Avena
1914	Axonopus
1915	Bambusa
1916	Bothriochloa
1917	Brachiaria
1918	Brachypodium
1919	Briza
1920	Bromus
1921	Calamagrostis
1922	Capillipedium
1923	Cenchrus
1924	Centotheca
1925	Chaetochloa
1926	Chimonobambusa
1927	Chloris
1928	Chrysopogon
1929	Coix
1930	Cortaderia
1931	Cymbopogon
1932	Cynodon
1933	Cyrtococcum
1934	Dactylis
1935	Dactyloctenium
1936	Dendrocalamus
1937	Deschampsia
1938	Deyeuxia
1939	Dichanthium
1940	Digitaria
1941	Dimeria
1942	Diplachne
1943	Eccoilopus
1944	Echinochloa
1945	Eleusine
1946	Enteropogon
1947	Eragrostis
1948	Eremochloa
1949	Erianthus
1950	Eriochloa
1951	Euchlaena
1952	Eulalia
1953	Eulaliopsis
1954	Eustachys
1955	Festuca
1956	Garnotia
1957	Glyceria
1958	Gigantochloa
1959	Hackelochloa
1960	Helictotrichon
1961	Hemarthria
1962	Heteropogon
1963	Hordeum
1964	Hygroryza
1965	Hymenachne
1966	Ichnanthus
1967	Imperata
1968	Isachne
1969	Ischaemum
1970	Leersia
1971	Leptaspis
1972	Leptochloa
1973	Lepturus
1974	Lolium
1975	Lophatherum
1976	Melica
1977	Melinis
1978	Melocanna
1979	Microstegium
1980	Milium
1981	Miscanthus
1982	Muhlenbergia
1983	Narenga
1984	Neyraudia
1985	Oplismenus
1986	Oryza
1987	Oryzopsis
1988	Ottochloa
1989	Panicum
1990	Paspalidium
1991	Paspalum
1992	Pennisetum
1993	Perotis
1994	Phaenosperma
1995	Phalaris
1996	Phleum
1997	Phragmites
1998	Phyllostachys
1999	Poa
2000	Pogonatherum
2001	Polypogon
2002	Pseudoraphis
2003	Pseudosasa
2004	Rhynchelytrum
2005	Rottboellia
2006	Saccharum
2007	Sacciolepis
2008	Schizachyrium
2009	Schizostachyum
2010	Secale
2011	Semiarundinaria
2012	Setaria
2013	Shibataea
2014	Sinobambusa
2015	Sorghum
2016	Sphaerocaryum
2017	Spinifex
2018	Spodiopogon
2019	Sporobolus
2020	Thaumastochloa
2021	Themeda
2022	Thuarea
2023	Thyrsostachys
2024	Thysanolaena
2025	Tripogon
2026	Trisetum
2027	Triticum
2028	Vetiveria
2029	Vulpia
2030	Yushania
2031	Zea
2032	Zizania
2033	Zoysia
2034	Aniselytron
2035	Leleba
2036	Holcus
2037	Tetragonocalamus
2038	Andropogon
2039	Pleioblastus
2040	Sinocalamus
2041	Ischurochloa
2042	Stenotaphrum
2043	Archontophoenix
2044	Areca
2045	Arecastrum
2046	Arenga
2047	Butia
2048	Calamus
2049	Caryota
2050	Chamaedorea
2051	Chrysalidocarpus
2052	Cocos
2053	Collinia
2054	Corypha
2055	Daemonorops
2056	Elaeis
2057	Hyophorbe
2058	Jubaea
2059	Latania
2060	Licuala
2061	Livistona
2062	Phoenix
2063	Pinanga
2064	Ptychosperma
2065	Rhapis
2066	Rhopalostylis
2067	Roystonea
2068	Trachycarpus
2069	Washingtonia
2070	Carludovica
2071	Tacca
2072	Acorus
2073	Aglaonema
2074	Alocasia
2075	Amorphophallus
2076	Anthurium
2077	Arisaema
2078	Caladium
2079	Colocasia
2080	Dieffenbachia
2081	Epipremnum
2082	Homalomena
2083	Lysichiton
2084	Monstera
2085	Philodendron
2086	Pinellia
2087	Pistia
2088	Pothoidium
2089	Pothos
2090	Remusatia
2091	Rhaphidophora
2092	Rhektophyllum
2093	Scindapsus
2094	Spathiphyllum
2095	Symplocarpus
2096	Syngonium
2097	Typhonium
2098	Xanthosoma
2099	Zantedeschia
2100	Lasia
2101	Schismatoglottis
2102	Lemna
2103	Spirodela
2104	Wolffia
2105	Freycinetia
2106	Pandanus
2107	Sparganium
2108	Typha
2109	Musa
2110	Heliconia
2111	Ravenala
2112	Strelitzia
2113	Alpinia
2114	Amomum
2115	Costus
2116	Curcuma
2117	Elettaria
2118	Hedychium
2119	Kaempferia
2120	Languas
2121	Nicolaia
2122	Zingiber
2123	Vanoverberghia
2124	Canna
2125	Calathea
2126	Donax
2127	Maranta
2128	Stromanthe
2129	Acampe
2130	Acanthephippium
2131	Aerides
2132	Agrostophyllum
2133	Amitostigma
2134	Androcorys
2135	Angraecum
2136	Anoectochilus
2137	Aphyllorchis
2138	Appendicula
2139	Armodorum
2140	Arundina
2141	Ascocenda
2142	Ascocentrum
2143	Bletilla
2144	Brassia
2145	Brassidium
2146	Brassocattleya
2147	Brassolaelia
2148	Brassolaeliocattleya
2149	Bulbophyllum
2150	Calanthe
2151	Catasetum
2152	Cattleya
2153	Cephalanthera
2154	Cephalantheropsis
2155	Cheirostylis
2156	Chiloschista
2157	Chrysoglossum
2158	Cleisostoma
2159	Coeloglossum
2160	Coelogyne
2161	Collabium
2162	Corybas
2163	Cremastra
2164	Cryptostylis
2165	Cymbidium
2166	Cypripedium
2167	Dendrobium
2168	Dendrochilum
2169	Didymoplexis
2170	Dimorphorchis
2171	Diploprora
2172	Disperis
2173	Doritaenopsis
2174	Doritis
2175	Ephemerantha
2176	Epidendrum
2177	Epipactis
2178	Epiphronitis
2179	Epipogium
2180	Eria
2181	Erythrodes
2182	Euanthe
2183	Eulophia
2184	Galeola
2185	Gastrochilus
2186	Gastrodia
2187	Geodorum
2188	Goodyera
2189	Grammatophyllum
2190	Habenaria
2191	Haraella
2192	Hemipilia
2193	Herminium
2194	Hetaeria
2195	Holcoglossum
2196	Hylophila
2197	Ione
2198	Kingidium
2199	Laelia
2200	Laeliocattleya
2201	Lecanorchis
2202	Liparis
2203	Listera
2204	Ludisia
2205	Luisia
2206	Macroplectrum
2207	Malaxis
2208	Microtatorchis
2209	Microtis
2210	Miltonia
2211	Mischobulbum
2212	Myrmechis
2213	Neofinetia
2214	Nervilia
2215	Oberonia
2216	Odontoglossum
2217	Oncidium
2218	Orchis
2219	Oreorchis
2220	Pachystoma
2221	Paphiopedilum
2222	Papilionanthe
2223	Paraphalaenopsis
2224	Phaius
2225	Phalaenopsis
2226	Phalandopsis
2227	Pholidota
2228	Phragmopedilum
2229	Phreatia
2230	Phyllomphax
2231	Platanthera
2232	Pleione
2233	Pogonia
2234	Pomatocalpa
2235	Ponerorchis
2236	Potinara
2237	Renanthera
2238	Rhyncholaelia
2239	Rhynchostylis
2240	Sarcophyton
2241	Schoenorchis
2242	Sobralia
2243	Sophrolaeliocattleya
2244	Spathoglottis
2245	Spiranthes
2246	Stanhopea
2247	Taeniophyllum
2248	Tainia
2249	Thelasis
2250	Thrixspermum
2251	Tipularia
2252	Trichoglottis
2253	Tropidia
2254	Tuberolabium
2255	Tulotis
2256	Vanda
2257	Vandacostylis
2258	Vandaenopsis
2259	Vandanthe
2260	Vandopsis
2261	Vanilla
2262	Vexillabium
2263	Vrydagzynea
2264	Yoania
2265	Zeuxine
2266	Arachnis
2267	Brachycorythis
2268	Chamaeanthus
2269	Cyrtosia
2270	Erythrorchis
2271	Flickingeria
2272	Hippeophyllum
2273	Odontochilus
2274	Peristylus
2275	Staurochilus
2276	Stereosandra
2277	Didymoplexiella
2278	Epigeneium
2279	Sunipia
2280	Collabiopsis
2281	Cyperorchis
2282	Didiciea
2283	Neottia
2284	Pelatantheria
2285	Petrosavia
2286	Sciaphila
2287	Cordiocrinum
2288	Tricarpelema
2289	Kuniwatsukia
2290	Briggsia
2291	Ypsilandra
2292	Themelium
2293	Lunathyrium
2294	Dryoathyrium
2295	Elytranthe
2296	Thismia
2297	Mapania
2298	Dunnia
2299	Neohusnotia
2300	Desmos
2301	Koenigia
2302	Fallopia
2303	Dacrycarpus
2304	Saprosma
2305	Launaea
2306	Phrynium
2307	Ania
2308	Callerya
2309	Cyperochis
2311	Haplopteris
2312	Hylodesmum
2313	Macilus
2314	Neslia
2315	Odontosoria
2316	Ohwia
2317	Paragymnopteris
2318	Parahemionitis
2319	Pentarhizidium
2321	Phymatosorus
2322	Polycarpaea
2323	Rhomboda
2324	Stephamia
2325	Coccinia
2327	Tupistra
2328	Pentaphragma
2329	Cardiopteris
2330	Lepidosperma
2331	Hypserpa
2332	Cipadessa
2333	Gnetum
2334	Nepenthes
2335	Ixonanthes
2336	Iodes
2337	Isopyrum
2340	Leptostachya
2343	Loropetalum
2345	Carallia
2346	Mananthes
2347	Miliusa
2348	Cleidion
2349	Monocladus
2351	Ceriops
2354	Crocosmia
2355	Globba
2358	Shuteria
2359	Colona
2360	Stauranthera
2361	Petrocosmea
2362	Sauropus
2363	Ornithoboea
2364	Micromelum
2365	Secamone
2369	Adenosma
2370	Toxocarpus
2371	Tabebuia
2372	Pseudechinolaena
2373	Gymnocoronis
2374	Hyoscyamus
2375	Alyogyne
2376	Eleutheranthera
2378	Arabidopsis
2379	Monotropastrum
2380	Rheedia
2381	Vangueria
2383	Echinodorus
2384	Dictyospermum
2385	Canscora
2386	Christensenia
2387	Dipterocarpus
2388	Linum
2389	Halenia
2390	Phryma
2391	Auranticarpa
2392	Asteromoea
2393	Eidothea
2394	Hollandaea
2395	Melandrim
2396	Noahdendron
2397	Pollinia
2398	Bennettiodendron
2399	Streptopus
2400	Wentsaiboea
2401	Kuhlhasseltia
2402	Guihaia
2403	Chiritopsis
2404	Calcareoboea
2405	Guizotia
2406	Acroceras
2407	Thlaspi
2408	Spiradiclis
2409	Leptodermis
2410	Pupalia
2411	Corymborkis
2412	Oldenlandiopsis
2413	Actaea
2414	Asteraceae
2415	Chamaepericlymenum
2416	Duabanga
2417	Urceola
2418	Myosotis
2423	Austroeupatorium
2424	Connarus
2425	Yinshania
2426	Sicyos
2427	Putranjiva
2428	Suregada
2429	Triadica
2430	Semiaquilegia
2431	Atalantia
2432	Cardiocrinum
2433	Lythrum
2434	Ligusticum
2435	Elymus
2436	Hillebrandia
2437	Chaerophyllum
2438	Macrosolen
2439	Pternopetalum
2440	Gymnotheca
2441	Lathraea
2443	Gymnostachyum
2444	Hymenasplenium
2445	Neottopteris
2453	Pseudochirita
2460	Dolicholoma
2461	Phyllanthodendron
2462	Anthocephalus
2468	Sinosenecio
2469	Stylidium
2470	Agalmyla
2471	Acanthus
2472	Aechmanthera
2473	Calophanoides
2474	Marcania
2475	Leptosiphonium
2476	Pteracanthus
2477	Pararuellia
2478	Paragoldfussia
2479	Rostellularia
2480	Platycladus
2481	Sabina
2482	Ephedra
2483	Pleomele 
2484	Cooperia
2485	Alstroemeria
2486	Anthericum
2487	Clematoclethra
2488	Myrioneuron
2489	Nauclea
2490	Oldenlandia
2491	Sauromatum
2492	Carpobrotus
2493	Adoxa
2494	Asterogyne
2495	Calyptrogyne
2496	Geonoma
2497	Korthalsia
2498	Oplonia
2500	Paedicalyx
2502	Pertusadina
2503	Porterandia 
2504	Sabal
2505	Prismatomeris
2509	Pseudopyxis
2510	Psilanthus
2511	Butomus
2512	Altingia
2513	Psydrax
2514	Rothmannia
2515	Allmania
2516	Tamilnadia
2517	Forrestia
2518	Charpentiera
2519	Cladostachys
2520	Nototrichium
2521	Androtium
2522	Allospondias
2523	Actinocheita
2525	Choerospondias
2526	Cotinus
2527	Sphaeradenia
2528	Thoracocarpus
2529	Blysmus
2531	Toxicodendron
2532	Phacellanthus
2533	Ancistrocladus
2534	Anisophyllea
2535	Combretocarpus
2536	Asimina
2537	Anomianthus
2538	Anaxagorea
2539	Alphonsea
2540	Dasymaschalon
2541	Cyathocalyx
2542	Haplostichanthus
2543	Guatteria
2544	Mezzettiopsis
2545	Orophea
2546	Melodorum
2547	Pseuduvaria
2548	Xylopia
2549	Uvaria
2550	Raimondia
2551	Aegopodium
2552	Acronema
2553	Bowlesia
2555	Anthriscus
2556	Coelopleurum
2557	Cicuta
2558	Chamaesium
2559	Chamaele
2560	Dystaenia
2561	Dickinsia
2562	Gingidia
2563	Heracleum
2564	Libanotis
2565	Lomatium
2566	Notopterygium
2567	Lilaeopsis
2568	Ostericum
2569	Perideridia
2570	Pleurospermum
2571	Ptilimnium
2572	Sphenosciadium
2573	Spuriopimpinella
2574	Tauschia
2575	Tilingia
2576	Saposhnikovia
2577	Sinolimprichtia
2578	Seseli
2579	Selinum
2580	Scandix
2581	Sphallerocarpus
2582	Tongoloa
2583	Vicatia
2584	Trachydium
2585	Trachymene
10593	Amsonia
10594	Epigynum
10595	Beaumontia
10596	Apocynum
10597	Aspidosperma
10599	Ervatamia
10600	Forsteronia
10601	Ichnocarpus
10602	Kibatalia
10603	Kopsia
10604	Lacmellea
10605	Lepinia
10606	Mandevilla
10607	Neisosperma
10608	Papuechites
10609	Parameria
10610	Pottsia
10611	Sindechites
10612	Temnadenia
10613	Willughbeia
10614	Cathaya
10615	Dacrydium
10616	Sphenostemon
10617	Lepidothamnus
10618	Sundacarpus
10619	Arthrophytum
10620	Brassaiopsis
10621	Phoradendron
12622	Cheirodendron
12623	Archiboehmeria
12624	Arthrophyllum
12625	Diplopanax
12626	Gamblea
12627	Euaraliopsis
12628	Evodiopanax
12629	Macropanax
12630	Merrilliopanax
12631	Motherwellia
12632	Oplopanax
12633	Oreopanax
12634	Memorialis
12635	Panax
12636	Pseudopanax
12637	Parietaria
12638	Apama
12639	Trevesia
12640	Pentaphylax
12641	Graphistemma
12643	Calotropis
12644	Saruma
12645	Vincetoxicum
12646	Gongronema
12648	Myriopteron
12649	Pentasachme
12650	Harrisonia
12651	Periploca
12652	Sarcostemma
12653	Myriocarpa
12654	Phenax
12655	Neraudia
12656	Urera
12658	Nardostachys
12659	Acanthospermum
12660	Achyrocline
12661	Juncellus
12662	Achyrophorus
12663	Erro
12664	Valerianella
12665	Plectritis
12666	Ajania
12667	Dichromena
12668	Dulichium
12669	Tsoongia
12670	Antennaria
12671	Arctotheca
12672	Kobresia
12673	Garrettia
12674	Viticipremna
12675	Teucridium
12676	Oxycaryum
12677	Machaerina
12678	Rinorea
12679	Melicytus
12680	Petrea
12681	Priva
12682	Citharexylum
12683	Uncinia
12684	Arceuthobium
12685	Enhalus
12686	Hastingsia
12687	Lachnanthes
12688	Psomiocarpa
12689	Alseodaphne
12690	Triglochin
12691	Clintonia
12692	Atractylodes
12693	Asterothamnus
12694	Astranthium
12695	Baccharis
12696	Barnadesia
12697	Balsamorhiza
12698	Amana
12699	Aetheolirion
12700	Tetrameles
12701	Bigelowia
12702	Blainvillea
12703	Carphephorus
12704	Carphochaete
12705	Celmisia
12706	Chaenactis
12707	Chaetoseris
12708	Xanthocyparis
12709	Craibiodendron
12710	Blumeopsis
12711	Brachyglottis
12712	Breea
12713	Dichelostemma
12714	Calycadenia
12715	Cancrinia
12716	Carduus
12717	Chrysopsis
12718	Chrysogonum
12719	Cicerbita
12720	Diuranthera
12721	Eremurus
12722	Palicourea
12723	Capirona
12724	Pentagonia
12725	Cissampelopsis
12726	Cephaelis
12727	Lilae
12728	Rosenbergiodendron
12729	Rudgea
12730	Craspedia
12731	Critoniopsis
12732	Cremanthodium
12733	Crepis
12734	Chikusichloa
12735	Cleistogenes
12736	Coelachne
12737	Urophyllum
12738	Trailliaedoxa
12739	Vidalasia
12741	Boninia
12742	Dinosperma
12744	Colpodium
12745	Erythrochiton
12746	Leycesteria
12747	Narthecium
12748	Notholirion
12749	Flindersia
12750	Halfordia
12751	Luvunga
12752	Maclurodendron
12753	Diaspananthus
12755	Diplazoptilon
12756	Dolomiaea
12757	Doronicum
12758	Dubautia
12759	Danthonia
12760	Dasyochloa
12761	Diarrhena
12762	Echinacea
12763	Orixa
12764	Paramignya
12766	Sarcomelicope
12767	Dichanthelium
12768	Tetractomia
12769	Encelia
12770	Engelmannia
12771	Enydra
12773	Eriophyllum
12774	Euthamia
12776	Ficaria
12777	Glaucidium
12778	Halerpestes
12779	Hepatica
12780	Megaleranthis
12781	Naravelia
12782	Oxygraphis
12783	Paraquilegia
12784	Pulsatilla
12785	Tofieldia
12786	Cassiope
12787	Tovaria
12790	Dendrocacalia
12791	Cynara
12792	Dasyphyllum
12793	Lloydia
12795	Roegneria
12796	Eremopogon
12797	Eriachne
12798	Erioneuron
12799	Uvularia
12800	Zigadenus
12801	Monotagma
12802	Doellingeria
12803	Gaoligongshania
12804	Evax
12805	Facelis
12806	Filago
12807	Formania
12809	Gilia
12810	Gymnopogon
12811	Hakonechloa
12812	Schumannianthus
12814	Robiquetia
12815	Adenoncos
12816	Anthogonium
12817	Apostasia
12818	Calopogon
12819	Claderia
12820	Dactylostalix
12821	Paeonia
12822	Souliea
12823	Grindelia
12824	Gutierrezia
12825	Gymnaster
12826	Gynoxys
12827	Hierochloe
12828	Hystrix
12829	Koeleria
12830	Leymus
12831	Loydia
12832	Dipodium
12833	Gymnadenia
12834	Hippolytia
12835	Holocarpha
12836	Hololeion
12837	Hulsea
12838	Hymenoclea
12839	Hymenopappus
12840	Hymenoxys
12841	Jaumea
12842	Krigia
12843	Trautvetteria
12844	Zanthorhiza
12845	Alphitonia
12846	Ceanothus
12847	Chaydaia
12848	Emmenosperma
12849	Gouania
12850	Karwinskia
12851	Rhamnella
12852	Sibiraea
12853	Sorbaria
12854	Ipsea
12857	Haemaria
12858	Neogyna
12859	Neottianthe
12860	Nephelaphyllum
12861	Otochilus
12862	Leucothoe
12863	Lasiocephalus
12864	Layia
12865	Leucogenes
12866	Lessingia
12867	Lessingianthus
12868	Liabum
12869	Lipochaeta
12870	Luina
12871	Mnesithea
12872	Moliniopsis
12873	Neoaulacolepis
12874	Neosasamorpha
12875	Phacelurus
12876	Ophiurus
12879	Osterdamia
12880	Ziziphus
12881	Rhodoleia
12882	Rhoiptelea
12883	Pteroceras
12884	Satyrium
12885	Trichotosia
12886	Galearia
12887	Lygodesmia
12888	Machaeranthera
12889	Madia
12890	Myripnois
12891	Nannoglottis
12892	Olgaea
12893	Orochaenactis
12894	Palafoxia
12895	Oyedaea
12896	Paragynoxys
12897	Miyamayomena
12898	Moonia
12899	Munnozia
12900	Viguiera
12901	Marshallia
12902	Melampodium
12903	Pseuderia
12904	Spenceria
12905	Piptatherum
12906	Polytoca
12907	Puccinellia
12908	Pentacalia
12909	Perymenium
12910	Pilosella
12911	Pityopsis
12912	Porophyllum
12913	Alchemilla
12914	Amelanchier
12915	Amygdalus
12916	Armeniaca
12917	Aruncus
12918	Cerasus
12919	Cercocarpus
12920	Chamaebatia
12921	Chamaerhodos
12922	Coluria
12923	Comarum
12924	Cormus
12925	Achnatherum
12926	Aegilops
12927	Sasa
12928	Pseudognaphalium
12929	Pterocaulon
12930	Pyrethrum
12933	Ratibida
12934	Raulinoreitzia
12935	Rhaponticum
12936	Rafinesquia
12937	Amaracarpus
12938	Amphidasya
12939	Anotis
12940	Antirrhoea
12941	Antirhea
12942	Asperula
12943	Aidia
12944	Alibertia
12945	Cowania
12946	Crataegus
12947	Dichotomanthes
12948	Docynia
12949	Dryas
12950	Exochorda
12951	Sasaella
12952	Sasamorpha
12953	Sitanion
12954	Panisea
12955	Aira
12956	Anthaenantia
12957	Bathysa
12958	Bobea
12959	Bertiera
12960	Borojoa
12961	Catunaregam
12962	Chassalia
12963	Chione
12964	Dioicodendron
12965	Duperrea
12966	Elaeagia
12967	Spartina
12968	Emmenopterys
12969	Gaertnera
12970	Coprosma
12971	Coussarea
12972	Cowiea
12973	Craterispermum
12974	Cyclophyllum
12975	Dialypetalanthus
12976	Didymosalpinx
12977	Gillenia
12978	Padus
12979	Lauro-cerasus
12980	Maddenia
12981	Lindleyella
12982	Neillia
12983	Greenea
12984	Gonzalagunia
12985	Hillia
12986	Hodgkinsonia
12987	Hypobathrum
12988	Hydnophytum
12989	Isertia
12990	Kelloggia
12991	Relbunium
12992	Huodendron
12993	Macrocnemum
12994	Mitragyna
12995	Mitracarpus
12996	Scorzonera
12997	Sericocarpus
12998	Serratula
12999	Silphium
13000	Soroseris
13001	Spergularia
13002	Stemmacantha
13003	Stenactis
13004	Stephanomeria
13005	Stevia
13006	Stifftia
13007	Struchium
13008	Stylocline
13011	Syncalathium
13012	Haplopappus
13013	Hemizonia
13014	Heterotheca
13015	Roscoea
13016	Scaphochlamys
13017	Phyllospadix
13019	Thymus
13020	Tripolium
13021	Trixis
13022	Turczaninovia
13023	Tussilago
13024	Venegasia
13025	Verbesina
13026	Vernonanthura
13027	Synurus
13028	Tanacetum
13029	Vicoa
13030	Wyethia
13031	Balanops
13032	Cynomorium
13033	Croomia
13034	Medeola
13035	Urochloa
13036	Pontederia
13037	Dinoseris
13038	Tragus
13039	Triodia
13040	Tridens
13041	Triarrhena
13042	Trikeraia
13043	Commersonia
13044	Batis
13045	Caulophyllum
13046	Diphylleia
13047	Epimedium
13048	Sinopodophyllum
13049	Melanthera
13050	Hymenopogon
13051	Platystemma
13058	Chaenorhinum
13059	Cratoxylum
13060	Streblus
13061	Primulina
13062	Sinosideroxylon
13063	Tomophyllum
13064	Oreogrammitis
13065	Chrysogrammitis
13066	Berneuxia
13067	Oxyria
13068	Chilopsis
13069	Cuspidaria
13070	Incarvillea
13071	Arrabidaea
13072	Ostrya
13073	Ostryopsis
13074	Physocarpus
13075	Sporoxeia
13076	Piptanthus
13077	Nyssa
13078	Markhamia
13079	Millingtonia
13080	Pachyptera
13081	Phryganocydia
13082	Radermachera
13083	Spathicalyx
13084	Stereospermum
13085	Actinocarya
13086	Allocarya
13087	Amsinckia
13088	Argusia
13089	Asperugo
13090	Bourreria
13091	Cryptantha
13092	Physospermopsis
13093	Eritrichium
13094	Hackelia
13095	Lappula
13096	Lasiocaryum
13097	Mertensia
13098	Microcaryum
13099	Microula
13100	Omphalodes
13101	Onosma
13102	Pteleocarpa
13103	Sinojohnstonia
13104	Stenosolenium
13105	Alliaria
