FullnameWithAuthors	FullnameNoAuthors	SourceID	OutputNameID	OutputHowMatched	OutputFullNameWithAuthors	OutputAbbreviatedTitle	OutputCollation	OutputVolume	OutputIssue	OutputPage	OutputTitlePageYear	OutputYearPublished	OutputNomenclatureStatus	OutputBHLLink	OutputBatchID
	Brackenridgea	13248	40030878	FullnameNoAuthors	Brackenridgea A. Gray	U.S. Expl. Exped., Phan.	[15]1: 361	[15]1		361	1854		No opinion		7067
	Euthemis	13249	40007660	FullnameNoAuthors	Euthemis Jack	Malayan Misc.	1(5): 15	1	5	15	1820		No opinion		7067
	Gomphia	13250	40015952	FullnameNoAuthors	Gomphia Schreb.	Gen. Pl.	291			291	1789		No opinion		7067
	Ochna	13251	40029888	FullnameNoAuthors	Ochna L.	Sp. Pl.	1: 513	1		513	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=513&date=1753	7067
	Sinia	13252	40000569	FullnameNoAuthors	Sinia Diels	Notizbl. Bot. Gart. Berlin–Dahlem	10(99): 888–889	10	99	888	1930		No opinion		7067
	Ouratea	13253	40035120	FullnameNoAuthors	Ouratea Aubl.	Hist. Pl. Guiane	1: 397, t. 152	1		397	1775		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:674&volume=1&issue=&spage=397&date=1775	7067
	Erythropalum	13254	40006022	FullnameNoAuthors	Erythropalum Blume	Bijdr. Fl. Ned. Ind.	921			921	1826		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:395&volume=&issue=&spage=921&date=1826	7067
	Fontanesia	13255	40010156	FullnameNoAuthors	Fontanesia Labill.	Icon. Pl. Syr.	1: 9, pl. [1]	1		9	1791		No opinion		7067
	Forsythia	13256	40010461	FullnameNoAuthors	Forsythia Vahl	Enum. Pl.	1: 39	1		39	1804		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:272&volume=1&issue=&spage=39&date=1804	7067
	Comastoma	13257	40012728	FullnameNoAuthors	Comastoma (Wettst.) Toyok.	Bot. Mag. (Tokyo)	74(874): 198	74	874	198	1961		No opinion		7067
	Pterolobium	13258	40019824	FullnameNoAuthors	Pterolobium R. Br. ex Wight & Arn.	Prodr. Fl. Ind. Orient.	283			283	1834		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:252&volume=&issue=&spage=283&date=1834	7067
	Nomocharis	13263	40028785	FullnameNoAuthors	Nomocharis Franch.	J. Bot. (Morot)	3: 113	3		113	1889		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:2178&volume=3&issue=&spage=113&date=1889	7067
	Clethra	13264	40010273	FullnameNoAuthors	Clethra L.	Sp. Pl.	1: 396	1		396	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=396&date=1753	7067
	Osyris	13265	40034725	FullnameNoAuthors	Osyris L.	Sp. Pl.	2: 1022	2		1022	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=1022&date=1753	7067
	Pyrularia	13266	40021509	FullnameNoAuthors	Pyrularia Michx.	Fl. Bor.-Amer.	2: 231–233	2		231	1803		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:330&volume=2&issue=&spage=231&date=1803	7067
	Decaisnea	13267	40022575	FullnameNoAuthors	Decaisnea Hook. f. & Thomson	Proc. Linn. Soc. Lond.	2: 350	2		350	1855		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:8250&volume=2&issue=&spage=350&date=1855	7067
	Anisadenia	13268	40014895	FullnameNoAuthors	Anisadenia Wall. ex C. F. W. Meissn.	Pl. Vasc. Gen.	2: 96	2		96	1838		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:44043&volume=2&issue=&spage=96&date=1838	7067
	Menyanthes	13269	40017172	FullnameNoAuthors	Menyanthes L.	Sp. Pl.	1: 145	1		145	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=145&date=1753	7067
	Exbucklandia	13270	40008008	FullnameNoAuthors	Exbucklandia R.W. Brown	J. Wash. Acad. Sci.	36: 348	36		348	1946		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:2087&volume=36&issue=&spage=348&date=1946	7067
	Veratrilla	13271	40023744	FullnameNoAuthors	Veratrilla Baill. ex Franch.	Bull. Soc. Bot. France	46: 310–311	46		310	1899		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:359&volume=46&issue=&spage=310&date=1899	7067
	Heynea	13272	40025763	FullnameNoAuthors	Heynea Roxb.	Bot. Mag.	41: , pl. 1738	41			1815		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:706&volume=41&issue=&spage=&date=1815	7067
	Dipsacus	13273	40033133	FullnameNoAuthors	Dipsacus L.	Sp. Pl.	1: 97	1		97	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=97&date=1753	7067
	Hemsleya	13274	50305299	FullnameNoAuthors	Hemsleya Cogn. ex F.B. Forbes & Hemsl.	J. Linn. Soc., Bot.	23: 490	23		490	1888		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:350&volume=23&issue=&spage=490&date=1888	7067
	Woodfordia	13275	40026672	FullnameNoAuthors	Woodfordia Salisb.	Parad. Lond.	1(2): , pl. 42	1	2		1806		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:53520&volume=1&issue=2&spage=&date=1806	7067
	Fosbergia	13276	50300167	FullnameNoAuthors	Fosbergia Tirveng. & Sastre	Biogeographica	73: 88	73		88	1997		Legitimate		7067
	Paradombeya	13277	40001121	FullnameNoAuthors	Paradombeya Stapf	Hooker's Icon. Pl.	28(2): , sub pl. 2743a	28	2		1902		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=28&issue=2&spage=&date=1902	7067
	Micrechites	13278	40018631	FullnameNoAuthors	Micrechites Miq.	Fl. Ned. Ind.	2: 456	2		456	1856	1857	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:93&volume=2&issue=&spage=456&date=1856	7067
	Rhodiola	13279	40024862	FullnameNoAuthors	Rhodiola L.	Sp. Pl.	2: 1035	2		1035	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=1035&date=1753	7067
	Cautleya	13280	40003127	FullnameNoAuthors	Cautleya (Royle ex Benth. & Hook. f.) Hook. f.	Bot. Mag.	114: , pl. 6991	114			1888		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:706&volume=114&issue=&spage=&date=1888	7067
	Hodgsonia	13281	40026510	FullnameNoAuthors	Hodgsonia Hook. f. & Thomson	Proc. Linn. Soc. Lond.	2: 257	2		257	1854		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:8250&volume=2&issue=&spage=257&date=1854	7067
	Loxostigma	13282	40009370	FullnameNoAuthors	Loxostigma C.B. Clarke		5: 59	5		59	1883		No opinion		7067
	Holboellia	13283	40026673	FullnameNoAuthors	Holboellia Wall.	Tent. Fl. Napal.	23			23	1824		Legitimate		7067
	Philadelphus	13284	40006597	FullnameNoAuthors	Philadelphus L.	Sp. Pl.	1: 470	1		470	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=470&date=1753	7067
	Meehania	13285	100220762	FullnameNoAuthors	Meehania Britton ex Small & Vail	Mem. Torrey Bot. Club	4: 147	4		147	1893		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:45469&volume=4&issue=&spage=147&date=1893	7067
	Notochaete	13286	40029225	FullnameNoAuthors	Notochaete Benth.	Edwards's Bot. Reg.	15: , pl. 1289	15			1829		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:383&volume=15&issue=&spage=&date=1829	7067
	Homocodon	13287	40038048	FullnameNoAuthors	Homocodon D.Y. Hong	Acta Phytotax. Sin.	18(4): 473	18	4	473	1980		Legitimate		7067
	Goniostemma	13288	40016279	FullnameNoAuthors	Goniostemma Wight	Contr. Bot. India	62			62	1834		No opinion		7067
	Iphigenia	13291	40031346	FullnameNoAuthors	Iphigenia Kunth	Enum. Pl.	4: 212	4		212	1843	1843	No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:67381&volume=4&issue=&spage=212&date=1843	7067
	Diphasiastrum	13292	40032104	FullnameNoAuthors	Diphasiastrum Holub	Preslia	47(2): 104–105	47	2	104	1975		No opinion		7067
	Uncifera	13293	40021588	FullnameNoAuthors	Uncifera Lindl.	J. Proc. Linn. Soc., Bot.	3: 39	3		39	1859		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:349&volume=3&issue=&spage=39&date=1859	7067
	Cryptochilus	13294	40017382	FullnameNoAuthors	Cryptochilus Wall.	Tent. Fl. Napal.	36, pl. 26			36	1824		Legitimate		7067
	Dysphania	13295	40000505	FullnameNoAuthors	Dysphania R. Br.	Prodr.	411			411	1810		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:3678&volume=&issue=&spage=411&date=1810	7067
	Pteroceltis 	13296	40019631	FullnameNoAuthors	Pteroceltis Maxim.	Bull. Acad. Imp. Sci. Saint-Petersbourg, sér. 3	18: 292	18		292	1873		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:49351&volume=18&issue=&spage=292&date=1873	7067
	Diploclisia	13297	40032553	FullnameNoAuthors	Diploclisia Miers	Ann. Mag. Nat. Hist., ser. 2	7: 37, 42	7		37	1851		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:15774&volume=7&issue=&spage=37&date=1851	7067
	Phyllagathis	13298	40007465	FullnameNoAuthors	Phyllagathis Blume	Flora	14: 507	14		507	1831		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:64&volume=14&issue=&spage=507&date=1831	7067
	Neolepisorus	13299	40026829	FullnameNoAuthors	Neolepisorus Ching	Bull. Fan Mem. Inst. Biol., Bot.	10(1): 11–12	10	1	11	1940		Legitimate		7067
	Lannea	13300	40001822	FullnameNoAuthors	Lannea A. Rich.	Fl. Seneg. Tent.	153			153	1831		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:595&volume=&issue=&spage=153&date=1831	7067
	Diphylax	13301	40032155	FullnameNoAuthors	Diphylax Hook. f.	Hooker's Icon. Pl.	19: , ad pl. 1865	19			1889		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=19&issue=&spage=&date=1889	7067
	Cleistocalyx	13302	100169295	FullnameNoAuthors	Cleistocalyx Steud.	Syn. Pl. Glumac.	2: 151	2		151	1855		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:471&volume=2&issue=&spage=151&date=1855	7067
	Xizangia	13303	40038201	FullnameNoAuthors	Xizangia D.Y. Hong	Acta Phytotax. Sin.	24(2): 139–141	24	2	139	1986		Legitimate		7067
	Fargesia	13304	40008602	FullnameNoAuthors	Fargesia Franch.	Bull. Mens. Soc. Linn. Paris	2: 1067	2		1067	1893		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:10532&volume=2&issue=&spage=1067&date=1893	7067
	Bothrocaryum	13305	40029783	FullnameNoAuthors	Bothrocaryum (Koehne) Pojark.	Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk SSSR	12: 169	12		169	1950		No opinion		7067
	Bergenia	13306	40026724	FullnameNoAuthors	Bergenia Moench	Methodus	664			664	1794		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:304&volume=&issue=&spage=664&date=1794	7067
	Dipentodon	13307	40032037	FullnameNoAuthors	Dipentodon Dunn	Bull. Misc. Inform. Kew	1911(7): 311–313, f. 1–10	1911	7	311	1911		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:10719&volume=1911&issue=7&spage=311&date=1911	7067
	Bulleyia	13308	40033125	FullnameNoAuthors	Bulleyia Schltr.	Notes Roy. Bot. Gard. Edinburgh	5(24): 108	5	24	108	1912		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:43948&volume=5&issue=24&spage=108&date=1912	7067
	Pterygiella	13309	40020164	FullnameNoAuthors	Pterygiella Oliv.	Hooker's Icon. Pl.	25(3): , pl. 2463	25	3		1896		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=25&issue=3&spage=&date=1896	7067
	Pinguicula	13310	40009106	FullnameNoAuthors	Pinguicula L.	Sp. Pl.	1: 17	1		17	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=17&date=1753	7067
	Sarcosperma	13311	40029980	FullnameNoAuthors	Sarcosperma Hook. f.	Gen. Pl.	2: 651, 655	2		651	1876		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:747&volume=2&issue=&spage=651&date=1876	7067
	Araiostegiella	13312	100356490	FullnameNoAuthors	Araiostegiella M. Kato & Tsutsumi	Acta Phytotax. Geobot.	59(1): 6–8	59	1	6	2008		No opinion		7067
	Polyspora	13313	40014350	FullnameNoAuthors	Polyspora Sweet ex G. Don	News Lit. Fashion	2: 205	2		205	1825		No opinion		7067
	Allantodia	13314	40010014	FullnameNoAuthors	Allantodia R. Br.	Prodr.	149			149	1810		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:3678&volume=&issue=&spage=149&date=1810	7067
	Cheilanthopsis	13315	40006407	FullnameNoAuthors	Cheilanthopsis Hieron.	Notizbl. Bot. Gart. Berlin–Dahlem	7(69): 406–409	7	69	406	1920		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:41365&volume=7&issue=69&spage=406&date=1920	7067
	Taenitis	13316	40009588	FullnameNoAuthors	Taenitis Willd. ex Schkuhr	Kl. Linn. Pfl.-Syst.	1: 20	1		20	1804		Legitimate		7067
	Cyclophorus	13317	40019350	FullnameNoAuthors	Cyclophorus Desv.	Ges. Naturf. Freunde Berlin Mag. Neuesten Entdeck. Gesammten Naturk.	5: 300	5		300	1811		No opinion		7067
	Saccoloma	13318	40028314	FullnameNoAuthors	Saccoloma Kaulf.	Berlin. Jahrb. Pharm. Verbundenen Wiss.	21: 51	21		51	1820		Legitimate		7067
	Stigmatopteris	13319	40006242	FullnameNoAuthors	Stigmatopteris C. Chr.	Bot. Tidsskr.	29: 292	29		292	1909		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:6047&volume=29&issue=&spage=292&date=1909	7067
	Hippochaete	13320	40026244	FullnameNoAuthors	Hippochaete Milde	Bot. Zeitung (Berlin)	23: 298	23		298	1865		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:4948&volume=23&issue=&spage=298&date=1865	7067
	Morina	13321	40022796	FullnameNoAuthors	Morina L.	Sp. Pl.	1: 28	1		28	1753		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=28&date=1753	7067
	Pleurosoriopsis	13322	40011910	FullnameNoAuthors	Pleurosoriopsis Fomin	Izv. Kievsk. Bot. Sada	11: 8	11		8	1930		Legitimate		7067
	Aleuritopteris	13323	40009630	FullnameNoAuthors	Aleuritopteris Fée	Mem. Foug., Gen. Filic.	5: 153–154	5		153	1850-1852	1852	Legitimate		7067
	Microgramma	13324	40018954	FullnameNoAuthors	Microgramma C. Presl	Tent. Pterid.	213			213	1836		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:630&volume=&issue=&spage=213&date=1836	7067
	Niphidium	13325	40028475	FullnameNoAuthors	Niphidium J. Sm.	Hist. Fil.	99			99	1875		Legitimate		7067
	Pecluma	13326	40036780	FullnameNoAuthors	Pecluma M.G. Price	Amer. Fern J.	73(4): 109	73	4	109	1983		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:43943&volume=73&issue=4&spage=109&date=1983	7067
	Palhinhaea	13327	40000055	FullnameNoAuthors	Palhinhaea Franco & Vasc.	Bol. Soc. Brot., sér. 2	41: 24	41		24	1967		nom. cons.		7067
	Lastrea	13328	40002406	FullnameNoAuthors	Lastrea Bory	Dict. Class. Hist. Nat.	6: 588	6		588	1824		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:33901&volume=6&issue=&spage=588&date=1824	7067
	Trophis	13330	40020037	FullnameNoAuthors	Trophis P. Browne	Civ. Nat. Hist. Jamaica	357–358, t. 37, f. 1			357	1756		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:10826&volume=&issue=&spage=357&date=1756	7067
	Mansoa	13331	40013393	FullnameNoAuthors	Mansoa DC.	Biblioth. Universelle Geneve	sér. 2. 17: 128–129	sér. 2. 17		128	1838		No opinion		7067
	Danaea	13332	40021684	FullnameNoAuthors	Danaea Sm.	Mém. Acad. Roy. Sci. (Turin)	5(1790–1791): 420, t. 9, f. 11	5	1790–1791	420	1793		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:7823&volume=5&issue=1790–1791&spage=420&date=1793	7067
	Camptosorus	13333	40000276	FullnameNoAuthors	Camptosorus Link	Hort. Berol.	2: 69	2		69	1833		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:13688&volume=2&issue=&spage=69&date=1833	7067
	Athyriorumohra	13335													7067
	Phyllitis	13336	40007547	FullnameNoAuthors	Phyllitis Hill	Brit. Herb.	525, pl. 74			525	1757		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:51133&volume=&issue=&spage=525&date=1757	7067
	Stenoloma	13337													7067
	Cladrastis	13338	40009641	FullnameNoAuthors	Cladrastis Raf.	Cincinn. Lit. Gaz.	1(8): 60	1	8	60	1824		Legitimate		7067
	Dendrophthoe	13339	40023577	FullnameNoAuthors	Dendrophthoe Mart.	Flora	13: 109	13		109	1830		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:64&volume=13&issue=&spage=109&date=1830	7067
	Coryphopteris	13340	40014922	FullnameNoAuthors	Coryphopteris Holttum	Blumea	19(1): 33	19	1	33	1971		No opinion		7067
	Diplarche	13341	40032289	FullnameNoAuthors	Diplarche Hook. f. & Thomson	Hooker's J. Bot. Kew Gard. Misc.	6: 382	6		382	1854		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:236&volume=6&issue=&spage=382&date=1854	7067
	Neocinnamomum	13343	40026533	FullnameNoAuthors	Neocinnamomum H. Liu	Laurac. Chine & Indochine	82, 86			82	1934		No opinion		7067
	Mussaendopsis	13344	40023944	FullnameNoAuthors	Mussaendopsis Baill.	Adansonia	12: 282	12		282	1879		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:600&volume=12&issue=&spage=282&date=1879	7067
	Visnea	13345	40024634	FullnameNoAuthors	Visnea L. f.	Suppl.	36, 251			36	1782		Legitimate		7067
	Plocoglottis	13346	40012124	FullnameNoAuthors	Plocoglottis Blume	Bijdr. Fl. Ned. Ind.	6: t. 2, f. 91	6		t. 2	1825		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:395&volume=6&issue=&spage=t. 2&date=1825	7067
	Peganum	13347	40003013	FullnameNoAuthors	Peganum L.	Sp. Pl.	1: 444	1		444	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=1&issue=&spage=444&date=1753	7067
	Echinacanthus	13348	40000801	FullnameNoAuthors	Echinacanthus Nees	Pl. Asiat. Rar.	3: 75, 90	3		75	1832		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:468&volume=3&issue=&spage=75&date=1832	7067
	Delavaya	13349	40023136	FullnameNoAuthors	Delavaya Franch.	Bull. Soc. Bot. France	33: 462	33		462	1886		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:359&volume=33&issue=&spage=462&date=1886	7067
	Oparanthus	13350	40032238	FullnameNoAuthors	Oparanthus Sherff	Occas. Pap. Bernice P. Bishop. Mus.	12(19): 9	12	19	9	1937		No opinion		7067
	Eriophyton	13351	40005400	FullnameNoAuthors	Eriophyton Benth.	Edwards's Bot. Reg.	15: , pl. 1289	15			1829		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:383&volume=15&issue=&spage=&date=1829	7067
	Cryptothladia	13352	100354993	FullnameNoAuthors	Cryptothladia (Bunge) M.J. Cannon	Bull. Brit. Mus. (Nat. Hist.), Bot.	12(1): 15	12	1	15	1984		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:2198&volume=12&issue=1&spage=15&date=1984	7067
	Corallodiscus	13353	40013924	FullnameNoAuthors	Corallodiscus Batalin	Trudy Imp. S.-Peterburgsk. Bot. Sada	12: 176	12		176	1892		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:14650&volume=12&issue=&spage=176&date=1892	7067
	Meconopsis	13354	40015350	FullnameNoAuthors	Meconopsis Vig.	Hist. Nat. Pavots	48			48	1814		nom. cons.		7067
	Circaeaster	13355	40009207	FullnameNoAuthors	Circaeaster Maxim.	Bull. Acad. Imp. Sci. Saint-Petersbourg, sér. 3	27: 556	27		556	1882		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:49351&volume=27&issue=&spage=556&date=1882	7067
	Gentianopsis	13356	40013512	FullnameNoAuthors	Gentianopsis Ma	Acta Phytotax. Sin.	1(1): 7–19, pl. 1–4, 5 [map]	1	1	7	1951		No opinion		7067
	Hedysarum	13357	40022354	FullnameNoAuthors	Hedysarum L.	Sp. Pl.	2: 745	2		745	1753		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:669&volume=2&issue=&spage=745&date=1753	7067
	Tibetia	13358	40036465	FullnameNoAuthors	Tibetia (Ali) H.B. Cui	Bull. Bot. Lab. N.-E. Forest. Inst., Harbin	5: 48–50	5		48	1979		Legitimate		7067
	Mouretia	13359	40023243	FullnameNoAuthors	Mouretia Pit.	Fl. Indo-Chine	3: 71, f. 7(6–9)	3		71	1922		Legitimate		7067
	Leptocarpus	13360	40004811	FullnameNoAuthors	Leptocarpus R. Br.	Prodr.	250			250	1810		nom. cons.	http://www.biodiversitylibrary.org/openurl?pid=title:3678&volume=&issue=&spage=250&date=1810	7067
	Boeica	13361	40028704	FullnameNoAuthors	Boeica T. Anderson ex C.B. Clarke	Commelyn. Cyrtandr. Bengal.	118			118	1874		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16058&volume=&issue=&spage=118&date=1874	7067
	Boniodendron	13362	40029319	FullnameNoAuthors	Boniodendron Gagnep.	Notul. Syst. (Paris)	12: 246–247	12		246	1946		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:314&volume=12&issue=&spage=246&date=1946	7067
	Cleistanthus	13363	40010012	FullnameNoAuthors	Cleistanthus Hook. f. ex Planch.	Hooker's Icon. Pl.	8: , pl. 779	8			1848		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:16059&volume=8&issue=&spage=&date=1848	7067
	Bhesa	13367	40027155	FullnameNoAuthors	Bhesa Buch.-Ham. ex Arn.	Edinburgh New Philos. J.	16: 315	16		315	1834		No opinion	http://www.biodiversitylibrary.org/openurl?pid=title:33987&volume=16&issue=&spage=315&date=1834	7067
	Pycnarrhena	13368	40021004	FullnameNoAuthors	Pycnarrhena Miers ex Hook. f. & Thomson	Fl. Ind.	1: 206	1		206	1855		No opinion		7067
	Petrocodon	13369	40005604	FullnameNoAuthors	Petrocodon Hance	J. Bot.	21(6): 167	21	6	167	1883		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:15787&volume=21&issue=6&spage=167&date=1883	7067
	Ophiuros	13370	40032455	FullnameNoAuthors	Ophiuros C.F. Gaertn.	Suppl. Carp.	1(1): 3, pl. 181, f. 3	1	1	3	1805		Legitimate		7067
	Neohymenopogon	13371	50158738	FullnameNoAuthors	Neohymenopogon Bennet	Indian Forester	107(7): 436	107	7	436	1981		Legitimate		7067
	Neurogramma	13372	40027909	FullnameNoAuthors	Neurogramma Link	Fil. Spec.	138			138	1841		No opinion		7067
	Eschscholzia	13374	40006162	FullnameNoAuthors	Eschscholzia Cham.	Horae Phys. Berol.	73–75, pl. 15			73	1820		Legitimate	http://www.biodiversitylibrary.org/openurl?pid=title:11177&volume=&issue=&spage=73&date=1820	7067
